trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Hello.started,text_2.started,Hello.stopped,guidelines.started,guideline.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,mouse.started,polygon.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Thank_you.started,text_3.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
159,0,159,0,282.5239579998888,,,,,,,,,,,,282.5013838997111,5,0.015329099725931883,282.5239579998888,282.5239579998888,284.16393820010126,[-0.1328125],[-0.2981770833333333],[1],[0],[0],[1.662043099757284],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
160,0,160,0,284.1889531998895,,,,,,,,,,,,284.16684769978747,5,0.014811600092798471,284.1889531998895,284.1889531998895,285.21314449980855,[-0.1015625],[-0.0703125],[1],[0],[0],[1.0458483998663723],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
161,0,161,0,285.23817820008844,,,,,,,,,,,,285.2160080000758,5,0.015094600152224302,285.23817820008844,285.23817820008844,286.87836640002206,[-0.3216145833333333],[0.23958333333333334],[1],[0],[0],[1.6619176999665797],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
162,0,162,0,286.9041267000139,,,,,,,,,,,,286.88130129966885,5,0.015837599989026785,286.9041267000139,286.9041267000139,287.9271423998289,[-0.2565104166666667],[-0.029947916666666668],[1],[0],[0],[1.0453849998302758],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
163,0,163,0,287.9695464996621,,,,,,,,,,,,287.9299880997278,10,0.02869610022753477,287.9695464996621,287.9695464996621,289.65904420008883,[-0.059895833333333336],[0.4075520833333333],[1],[0],[0],[1.728651000186801],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
164,0,164,0,289.6846580998972,,,,,,,,,,,,289.66211130004376,5,0.015548299998044968,289.6846580998972,289.6846580998972,291.0899954000488,[-0.17578125],[0.016927083333333332],[1],[0],[0],[1.4274561000056565],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
165,0,165,0,291.11584870005026,,,,,,,,,,,,291.09298219997436,5,0.015688400249928236,291.11584870005026,291.11584870005026,292.7054146998562,[0.24348958333333334],[0.2265625],[1],[0],[0],[1.6119368998333812],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
166,0,166,0,292.73097599996254,,,,,,,,,,,,292.70839329995215,5,0.01539899967610836,292.73097599996254,292.73097599996254,294.0547507996671,[0.2916666666666667],[-0.125],[1],[0],[0],[1.3458087001927197],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
167,0,167,0,294.0801964998245,,,,,,,,,,,,294.05793929984793,5,0.015356299933046103,294.0801964998245,294.0801964998245,295.6019274997525,[0.14322916666666666],[0.3125],[1],[0],[0],[1.5435514999553561],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
168,0,168,0,295.62683840002865,,,,,,,,,,,,295.6048192996532,5,0.014873699750751257,295.62683840002865,295.62683840002865,296.9679642999545,[-0.3203125],[0.12760416666666666],[1],[0],[0],[1.3626995999366045],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
169,0,169,0,296.99344259966165,,,,,,,,,,,,296.9709215997718,5,0.015352199785411358,296.99344259966165,296.99344259966165,298.7488174000755,[-0.4596354166666667],[-0.41796875],[1],[0],[0],[1.777494200039655],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
170,0,170,0,298.7915233997628,,,,,,,,,,,,298.7517856997438,10,0.029552100226283073,298.7915233997628,298.7915233997628,300.29821529984474,[0.1953125],[-0.3372395833333333],[1],[0],[0],[1.546004300005734],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
171,0,171,0,300.3250274998136,,,,,,,,,,,,300.30111479992047,5,0.015621500089764595,300.3250274998136,300.3250274998136,302.1297793998383,[0.4309895833333333],[0.3541666666666667],[1],[0],[0],[1.8282205001451075],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
172,0,172,0,302.1551275998354,,,,,,,,,,,,302.132687299978,5,0.01561739994212985,302.1551275998354,302.1551275998354,304.37677569966763,[0.3294270833333333],[0.059895833333333336],[1],[0],[0],[2.2436855998821557],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
173,0,173,0,304.4529953999445,,,,,,,,,,,,304.37977360002697,10,0.06071599991992116,304.4529953999445,304.4529953999445,305.8594232997857,[0.06380208333333333],[-0.23828125],[1],[0],[0],[1.4791941000148654],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
174,0,174,0,305.88643939979374,,,,,,,,,,,,305.86251970008016,5,0.014842599630355835,305.88643939979374,305.88643939979374,307.0918135000393,[-0.3515625],[-0.265625],[1],[0],[0],[1.2288307002745569],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
175,0,175,0,307.1193220997229,,,,,,,,,,,,307.0947493999265,5,0.01593680027872324,307.1193220997229,307.1193220997229,308.5731462999247,[0.2526041666666667],[-0.4453125],[1],[0],[0],[1.4779984997585416],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
176,0,176,0,308.6008091997355,,,,,,,,,,,,308.57609169976786,5,0.01692780014127493,308.6008091997355,308.6008091997355,310.17153029982,[-0.2838541666666667],[-0.16276041666666666],[1],[0],[0],[1.5950261997058988],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
177,0,177,0,310.19802499981597,,,,,,,,,,,,310.17455270001665,5,0.015056000091135502,310.19802499981597,310.19802499981597,312.43656859965995,[-0.23307291666666666],[0.453125],[1],[0],[0],[2.2615466001443565],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
178,0,178,0,312.46363070001826,,,,,,,,,,,,312.4395339996554,5,0.01550070010125637,312.46363070001826,312.46363070001826,314.1350519997068,[0.4765625],[0.4817708333333333],[1],[0],[0],[1.6950198002159595],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
179,0,179,0,314.1627821000293,,,,,,,,,,,,314.13798289978877,5,0.015531700104475021,314.1627821000293,314.1627821000293,316.29928579973057,[-0.2981770833333333],[0.49609375],[1],[0],[0],[2.160884200129658],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
180,0,180,0,316.3823595996946,,,,,,,,,,,,316.30221029976383,10,0.06567460019141436,316.3823595996946,316.3823595996946,318.21348090004176,[0.3658854166666667],[-0.2591145833333333],[1],[0],[0],[1.9107945999130607],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
181,0,181,0,318.2589795999229,,,,,,,,,,,,318.21649219980463,10,0.029514200054109097,318.2589795999229,318.2589795999229,320.46091479994357,[0.3372395833333333],[-0.4322916666666667],[1],[0],[0],[2.24404380004853],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
182,0,182,0,320.5059766997583,,,,,,,,,,,,320.46384229976684,10,0.031018400099128485,320.5059766997583,320.5059766997583,322.6424223999493,[0.12239583333333333],[0.14453125],[1],[0],[0],[2.1781505001708865],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
183,0,183,0,322.68522999994457,,,,,,,,,,,,322.64541079988703,10,0.029525000136345625,322.68522999994457,322.68522999994457,324.10782819986343,[-0.3138020833333333],[0.3567708333333333],[1],[0],[0],[1.4620189000852406],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
184,0,184,0,324.1511562997475,,,,,,,,,,,,324.11076879967004,10,0.02966040000319481,324.1511562997475,324.1511562997475,325.6563303996809,[-0.059895833333333336],[0.10026041666666667],[1],[0],[0],[1.5451279003173113],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
185,0,185,0,325.68290050001815,,,,,,,,,,,,325.6592713999562,5,0.015153199899941683,325.68290050001815,325.68290050001815,326.8725931998342,[-0.24869791666666666],[-0.10807291666666667],[1],[0],[0],[1.2127963001839817],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
186,0,186,0,326.9167390000075,,,,,,,,,,,,326.87544839968905,10,0.0295758000575006,326.9167390000075,326.9167390000075,328.26018689991906,[0.1171875],[0.1484375],[1],[0],[0],[1.3843912002630532],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
187,0,187,0,328.28571929968894,,,,,,,,,,,,328.2630803999491,5,0.015256700105965137,328.28571929968894,328.28571929968894,329.3864766997285,[0.125],[-0.3346354166666667],[1],[0],[0],[1.1228299997746944],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
188,0,188,0,329.41171559970826,,,,,,,,,,,,329.3895394997671,5,0.014944500289857388,329.41171559970826,329.41171559970826,330.58461889997125,[-0.3932291666666667],[-0.21354166666666666],[1],[0],[0],[1.1945406999439],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
189,0,189,0,330.62903849966824,,,,,,,,,,,,330.5875658998266,10,0.028648899868130684,330.62903849966824,330.62903849966824,332.4329726998694,[-0.24088541666666666],[0.29296875],[1],[0],[0],[1.8449774999171495],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
190,0,190,0,332.47618100000545,,,,,,,,,,,,332.4358898997307,10,0.029267400037497282,332.47618100000545,332.47618100000545,333.7652826998383,[-0.4361979166666667],[0.03515625],[1],[0],[0],[1.3289886000566185],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
191,0,191,0,333.8094893996604,,,,,,,,,,,,333.7681694999337,10,0.0287194000557065,333.8094893996604,333.8094893996604,335.3643323997967,[-0.3489583333333333],[-0.2708333333333333],[1],[0],[0],[1.5956296999938786],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
192,0,192,0,335.4082742999308,,,,,,,,,,,,335.36736949998885,10,0.028964899946004152,335.4082742999308,335.4082742999308,336.76152969989926,[0.022135416666666668],[-0.3463541666666667],[1],[0],[0],[1.3937353999353945],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
193,0,193,0,336.8045354997739,,,,,,,,,,,,336.764544100035,10,0.029023199807852507,336.8045354997739,336.8045354997739,338.5432124999352,[-0.4765625],[-0.2864583333333333],[1],[0],[0],[1.7783265002071857],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
194,0,194,0,338.58801469998434,,,,,,,,,,,,338.546116899699,10,0.029660699889063835,338.58801469998434,338.58801469998434,339.7268324997276,[0.12630208333333334],[-0.024739583333333332],[1],[0],[0],[1.1801354996860027],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
195,0,195,0,339.7711835997179,,,,,,,,,,,,339.7297084997408,10,0.029144400265067816,339.7711835997179,339.7711835997179,341.4076624000445,[-0.3671875],[0.38671875],[1],[0],[0],[1.6774925999343395],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
196,0,196,0,341.4334645997733,,,,,,,,,,,,341.4105897997506,5,0.015664600301533937,341.4334645997733,341.4334645997733,343.5721996999346,[-0.4153645833333333],[-0.3971354166666667],[1],[0],[0],[2.1612463002093136],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
197,0,197,0,343.5981267997995,,,,,,,,,,,,343.57509880000725,5,0.015600300393998623,343.5981267997995,343.5981267997995,344.8542688000016,[0.18880208333333334],[-0.23697916666666666],[1],[0],[0],[1.2787576001137495],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
198,0,198,0,344.8978340998292,,,,,,,,,,,,344.85721320006996,10,0.029670599848031998,344.8978340998292,344.8978340998292,347.0361159997992,[0.10026041666666667],[0.3033854166666667],[1],[0],[0],[2.178354499861598],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
199,0,199,0,347.0617702999152,,,,,,,,,,,,347.03901569964364,5,0.015708799939602613,347.0617702999152,347.0617702999152,348.4006765000522,[-0.044270833333333336],[0.033854166666666664],[1],[0],[0],[1.361225999891758],['target'],,,,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4030379001051,348.4160889000632,352.41316809970886,A1,001,2024-10-07_19h58.30.327,untitled,2024.1.5,None,2024-10-07 19h59.06.540364 +0530,
